cricsheet_match_id,match_date,event_name,competition_type,venue,city,team_1,team_2,espn_match_id_candidate,espn_legacy_match_url_candidate,espn_match_id_verified,espn_match_url_verified,espn_linkage_status,source_search_query,source_url,source_title,published_at_utc,accessed_at_utc,pre_match_verified,coder_id,coder_confidence,pitch_primary_category,batting_ease,pace_seam_support,spin_support,bounce_profile,two_paced_expected,dew_expected,short_paraphrased_note,exclusion_reason
749781,2015-01-11,Sri Lanka in New Zealand ODI Series,bilateral_series,Hagley Oval,Christchurch,Sri Lanka,New Zealand,749781,https://www.espncricinfo.com/ci/engine/match/749781.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""New Zealand"" ""2015-01-11"" preview pitch conditions",,,,,,,,,,,,,,,,
810829,2015-01-12,Dubai Triangular Series,multi_team_series,Dubai International Cricket Stadium,Unknown,Scotland,Ireland,810829,https://www.espncricinfo.com/ci/engine/match/810829.html,,,unverified_candidate,"site:espncricinfo.com ""Scotland"" ""Ireland"" ""2015-01-12"" preview pitch conditions",,,,,,,,,,,,,,,,
749783,2015-01-15,Sri Lanka in New Zealand ODI Series,bilateral_series,Seddon Park,Hamilton,New Zealand,Sri Lanka,749783,https://www.espncricinfo.com/ci/engine/match/749783.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Sri Lanka"" ""2015-01-15"" preview pitch conditions",,,,,,,,,,,,,,,,
754751,2015-01-16,Carlton Mid One-Day International Tri-Series,multi_team_series,Sydney Cricket Ground,Unknown,England,Australia,754751,https://www.espncricinfo.com/ci/engine/match/754751.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""Australia"" ""2015-01-16"" preview pitch conditions",,,,,,,,,,,,,,,,
722341,2015-01-18,West Indies in South Africa ODI Series,bilateral_series,New Wanderers Stadium,Johannesburg,South Africa,West Indies,722341,https://www.espncricinfo.com/ci/engine/match/722341.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""West Indies"" ""2015-01-18"" preview pitch conditions",,,,,,,,,,,,,,,,
754749,2015-01-18,Carlton Mid One-Day International Tri-Series,multi_team_series,Melbourne Cricket Ground,Unknown,India,Australia,754749,https://www.espncricinfo.com/ci/engine/match/754749.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Australia"" ""2015-01-18"" preview pitch conditions",,,,,,,,,,,,,,,,
749787,2015-01-20,Sri Lanka in New Zealand ODI Series,bilateral_series,Saxton Oval,Nelson,Sri Lanka,New Zealand,749787,https://www.espncricinfo.com/ci/engine/match/749787.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""New Zealand"" ""2015-01-20"" preview pitch conditions",,,,,,,,,,,,,,,,
754753,2015-01-20,Carlton Mid One-Day International Tri-Series,multi_team_series,"Brisbane Cricket Ground, Woolloongabba",Brisbane,India,England,754753,https://www.espncricinfo.com/ci/engine/match/754753.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""England"" ""2015-01-20"" preview pitch conditions",,,,,,,,,,,,,,,,
722343,2015-01-21,West Indies in South Africa ODI Series,bilateral_series,Buffalo Park,East London,West Indies,South Africa,722343,https://www.espncricinfo.com/ci/engine/match/722343.html,,,unverified_candidate,"site:espncricinfo.com ""West Indies"" ""South Africa"" ""2015-01-21"" preview pitch conditions",,,,,,,,,,,,,,,,
749789,2015-01-23,Sri Lanka in New Zealand ODI Series,bilateral_series,University Oval,Dunedin,New Zealand,Sri Lanka,749789,https://www.espncricinfo.com/ci/engine/match/749789.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Sri Lanka"" ""2015-01-23"" preview pitch conditions",,,,,,,,,,,,,,,,
754755,2015-01-23,Carlton Mid One-Day International Tri-Series,multi_team_series,Bellerive Oval,Hobart,England,Australia,754755,https://www.espncricinfo.com/ci/engine/match/754755.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""Australia"" ""2015-01-23"" preview pitch conditions",,,,,,,,,,,,,,,,
722345,2015-01-25,West Indies in South Africa ODI Series,bilateral_series,St George's Park,Port Elizabeth,South Africa,West Indies,722345,https://www.espncricinfo.com/ci/engine/match/722345.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""West Indies"" ""2015-01-25"" preview pitch conditions",,,,,,,,,,,,,,,,
749791,2015-01-25,Sri Lanka in New Zealand ODI Series,bilateral_series,University Oval,Dunedin,New Zealand,Sri Lanka,749791,https://www.espncricinfo.com/ci/engine/match/749791.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Sri Lanka"" ""2015-01-25"" preview pitch conditions",,,,,,,,,,,,,,,,
722347,2015-01-28,West Indies in South Africa ODI Series,bilateral_series,SuperSport Park,Centurion,South Africa,West Indies,722347,https://www.espncricinfo.com/ci/engine/match/722347.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""West Indies"" ""2015-01-28"" preview pitch conditions",,,,,,,,,,,,,,,,
749793,2015-01-29,Sri Lanka in New Zealand ODI Series,bilateral_series,Westpac Stadium,Wellington,Sri Lanka,New Zealand,749793,https://www.espncricinfo.com/ci/engine/match/749793.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""New Zealand"" ""2015-01-29"" preview pitch conditions",,,,,,,,,,,,,,,,
754759,2015-01-30,Carlton Mid One-Day International Tri-Series,multi_team_series,Western Australia Cricket Association Ground,Perth,India,England,754759,https://www.espncricinfo.com/ci/engine/match/754759.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""England"" ""2015-01-30"" preview pitch conditions",,,,,,,,,,,,,,,,
749795,2015-01-31,Pakistan in New Zealand ODI Series,bilateral_series,Westpac Stadium,Wellington,Pakistan,New Zealand,749795,https://www.espncricinfo.com/ci/engine/match/749795.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""New Zealand"" ""2015-01-31"" preview pitch conditions",,,,,,,,,,,,,,,,
754761,2015-02-01,Carlton Mid One-Day International Tri-Series,multi_team_series,Western Australia Cricket Association Ground,Perth,Australia,England,754761,https://www.espncricinfo.com/ci/engine/match/754761.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""England"" ""2015-02-01"" preview pitch conditions",,,,,,,,,,,,,,,,
749797,2015-02-03,Pakistan in New Zealand ODI Series,bilateral_series,McLean Park,Napier,New Zealand,Pakistan,749797,https://www.espncricinfo.com/ci/engine/match/749797.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Pakistan"" ""2015-02-03"" preview pitch conditions",,,,,,,,,,,,,,,,
656399,2015-02-14,ICC Cricket World Cup,world_cup,Hagley Oval,Christchurch,New Zealand,Sri Lanka,656399,https://www.espncricinfo.com/ci/engine/match/656399.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Sri Lanka"" ""2015-02-14"" preview pitch conditions",,,,,,,,,,,,,,,,
656401,2015-02-14,ICC Cricket World Cup,world_cup,Melbourne Cricket Ground,Unknown,Australia,England,656401,https://www.espncricinfo.com/ci/engine/match/656401.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""England"" ""2015-02-14"" preview pitch conditions",,,,,,,,,,,,,,,,
656403,2015-02-15,ICC Cricket World Cup,world_cup,Seddon Park,Hamilton,South Africa,Zimbabwe,656403,https://www.espncricinfo.com/ci/engine/match/656403.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""Zimbabwe"" ""2015-02-15"" preview pitch conditions",,,,,,,,,,,,,,,,
656405,2015-02-15,ICC Cricket World Cup,world_cup,Adelaide Oval,Unknown,India,Pakistan,656405,https://www.espncricinfo.com/ci/engine/match/656405.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Pakistan"" ""2015-02-15"" preview pitch conditions",,,,,,,,,,,,,,,,
656407,2015-02-16,ICC Cricket World Cup,world_cup,Saxton Oval,Nelson,West Indies,Ireland,656407,https://www.espncricinfo.com/ci/engine/match/656407.html,,,unverified_candidate,"site:espncricinfo.com ""West Indies"" ""Ireland"" ""2015-02-16"" preview pitch conditions",,,,,,,,,,,,,,,,
656409,2015-02-17,ICC Cricket World Cup,world_cup,University Oval,Dunedin,Scotland,New Zealand,656409,https://www.espncricinfo.com/ci/engine/match/656409.html,,,unverified_candidate,"site:espncricinfo.com ""Scotland"" ""New Zealand"" ""2015-02-17"" preview pitch conditions",,,,,,,,,,,,,,,,
656413,2015-02-19,ICC Cricket World Cup,world_cup,Saxton Oval,Nelson,United Arab Emirates,Zimbabwe,656413,https://www.espncricinfo.com/ci/engine/match/656413.html,,,unverified_candidate,"site:espncricinfo.com ""United Arab Emirates"" ""Zimbabwe"" ""2015-02-19"" preview pitch conditions",,,,,,,,,,,,,,,,
656415,2015-02-20,ICC Cricket World Cup,world_cup,Westpac Stadium,Wellington,England,New Zealand,656415,https://www.espncricinfo.com/ci/engine/match/656415.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""New Zealand"" ""2015-02-20"" preview pitch conditions",,,,,,,,,,,,,,,,
656417,2015-02-21,ICC Cricket World Cup,world_cup,Hagley Oval,Christchurch,West Indies,Pakistan,656417,https://www.espncricinfo.com/ci/engine/match/656417.html,,,unverified_candidate,"site:espncricinfo.com ""West Indies"" ""Pakistan"" ""2015-02-21"" preview pitch conditions",,,,,,,,,,,,,,,,
656423,2015-02-22,ICC Cricket World Cup,world_cup,Melbourne Cricket Ground,Unknown,India,South Africa,656423,https://www.espncricinfo.com/ci/engine/match/656423.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""South Africa"" ""2015-02-22"" preview pitch conditions",,,,,,,,,,,,,,,,
656425,2015-02-23,ICC Cricket World Cup,world_cup,Hagley Oval,Christchurch,England,Scotland,656425,https://www.espncricinfo.com/ci/engine/match/656425.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""Scotland"" ""2015-02-23"" preview pitch conditions",,,,,,,,,,,,,,,,
656429,2015-02-25,ICC Cricket World Cup,world_cup,"Brisbane Cricket Ground, Woolloongabba",Brisbane,United Arab Emirates,Ireland,656429,https://www.espncricinfo.com/ci/engine/match/656429.html,,,unverified_candidate,"site:espncricinfo.com ""United Arab Emirates"" ""Ireland"" ""2015-02-25"" preview pitch conditions",,,,,,,,,,,,,,,,
656433,2015-02-26,ICC Cricket World Cup,world_cup,Melbourne Cricket Ground,Unknown,Sri Lanka,Bangladesh,656433,https://www.espncricinfo.com/ci/engine/match/656433.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""Bangladesh"" ""2015-02-26"" preview pitch conditions",,,,,,,,,,,,,,,,
656435,2015-02-27,ICC Cricket World Cup,world_cup,Sydney Cricket Ground,Unknown,South Africa,West Indies,656435,https://www.espncricinfo.com/ci/engine/match/656435.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""West Indies"" ""2015-02-27"" preview pitch conditions",,,,,,,,,,,,,,,,
656437,2015-02-28,ICC Cricket World Cup,world_cup,Eden Park,Auckland,Australia,New Zealand,656437,https://www.espncricinfo.com/ci/engine/match/656437.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""New Zealand"" ""2015-02-28"" preview pitch conditions",,,,,,,,,,,,,,,,
656439,2015-02-28,ICC Cricket World Cup,world_cup,Western Australia Cricket Association Ground,Perth,United Arab Emirates,India,656439,https://www.espncricinfo.com/ci/engine/match/656439.html,,,unverified_candidate,"site:espncricinfo.com ""United Arab Emirates"" ""India"" ""2015-02-28"" preview pitch conditions",,,,,,,,,,,,,,,,
656441,2015-03-01,ICC Cricket World Cup,world_cup,Westpac Stadium,Wellington,England,Sri Lanka,656441,https://www.espncricinfo.com/ci/engine/match/656441.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""Sri Lanka"" ""2015-03-01"" preview pitch conditions",,,,,,,,,,,,,,,,
656443,2015-03-01,ICC Cricket World Cup,world_cup,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Pakistan,Zimbabwe,656443,https://www.espncricinfo.com/ci/engine/match/656443.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""Zimbabwe"" ""2015-03-01"" preview pitch conditions",,,,,,,,,,,,,,,,
656445,2015-03-03,ICC Cricket World Cup,world_cup,Manuka Oval,Canberra,South Africa,Ireland,656445,https://www.espncricinfo.com/ci/engine/match/656445.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""Ireland"" ""2015-03-03"" preview pitch conditions",,,,,,,,,,,,,,,,
656447,2015-03-04,ICC Cricket World Cup,world_cup,McLean Park,Napier,Pakistan,United Arab Emirates,656447,https://www.espncricinfo.com/ci/engine/match/656447.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""United Arab Emirates"" ""2015-03-04"" preview pitch conditions",,,,,,,,,,,,,,,,
656451,2015-03-05,ICC Cricket World Cup,world_cup,Saxton Oval,Nelson,Scotland,Bangladesh,656451,https://www.espncricinfo.com/ci/engine/match/656451.html,,,unverified_candidate,"site:espncricinfo.com ""Scotland"" ""Bangladesh"" ""2015-03-05"" preview pitch conditions",,,,,,,,,,,,,,,,
656453,2015-03-06,ICC Cricket World Cup,world_cup,Western Australia Cricket Association Ground,Perth,West Indies,India,656453,https://www.espncricinfo.com/ci/engine/match/656453.html,,,unverified_candidate,"site:espncricinfo.com ""West Indies"" ""India"" ""2015-03-06"" preview pitch conditions",,,,,,,,,,,,,,,,
656457,2015-03-07,ICC Cricket World Cup,world_cup,Bellerive Oval,Hobart,Ireland,Zimbabwe,656457,https://www.espncricinfo.com/ci/engine/match/656457.html,,,unverified_candidate,"site:espncricinfo.com ""Ireland"" ""Zimbabwe"" ""2015-03-07"" preview pitch conditions",,,,,,,,,,,,,,,,
656461,2015-03-08,ICC Cricket World Cup,world_cup,Sydney Cricket Ground,Unknown,Australia,Sri Lanka,656461,https://www.espncricinfo.com/ci/engine/match/656461.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""Sri Lanka"" ""2015-03-08"" preview pitch conditions",,,,,,,,,,,,,,,,
656463,2015-03-09,ICC Cricket World Cup,world_cup,Adelaide Oval,Unknown,Bangladesh,England,656463,https://www.espncricinfo.com/ci/engine/match/656463.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""England"" ""2015-03-09"" preview pitch conditions",,,,,,,,,,,,,,,,
656465,2015-03-10,ICC Cricket World Cup,world_cup,Seddon Park,Hamilton,Ireland,India,656465,https://www.espncricinfo.com/ci/engine/match/656465.html,,,unverified_candidate,"site:espncricinfo.com ""Ireland"" ""India"" ""2015-03-10"" preview pitch conditions",,,,,,,,,,,,,,,,
656467,2015-03-11,ICC Cricket World Cup,world_cup,Bellerive Oval,Hobart,Sri Lanka,Scotland,656467,https://www.espncricinfo.com/ci/engine/match/656467.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""Scotland"" ""2015-03-11"" preview pitch conditions",,,,,,,,,,,,,,,,
656469,2015-03-12,ICC Cricket World Cup,world_cup,Westpac Stadium,Wellington,South Africa,United Arab Emirates,656469,https://www.espncricinfo.com/ci/engine/match/656469.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""United Arab Emirates"" ""2015-03-12"" preview pitch conditions",,,,,,,,,,,,,,,,
656471,2015-03-13,ICC Cricket World Cup,world_cup,Seddon Park,Hamilton,Bangladesh,New Zealand,656471,https://www.espncricinfo.com/ci/engine/match/656471.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""New Zealand"" ""2015-03-13"" preview pitch conditions",,,,,,,,,,,,,,,,
656475,2015-03-14,ICC Cricket World Cup,world_cup,Eden Park,Auckland,Zimbabwe,India,656475,https://www.espncricinfo.com/ci/engine/match/656475.html,,,unverified_candidate,"site:espncricinfo.com ""Zimbabwe"" ""India"" ""2015-03-14"" preview pitch conditions",,,,,,,,,,,,,,,,
656477,2015-03-14,ICC Cricket World Cup,world_cup,Bellerive Oval,Hobart,Scotland,Australia,656477,https://www.espncricinfo.com/ci/engine/match/656477.html,,,unverified_candidate,"site:espncricinfo.com ""Scotland"" ""Australia"" ""2015-03-14"" preview pitch conditions",,,,,,,,,,,,,,,,
656479,2015-03-15,ICC Cricket World Cup,world_cup,McLean Park,Napier,United Arab Emirates,West Indies,656479,https://www.espncricinfo.com/ci/engine/match/656479.html,,,unverified_candidate,"site:espncricinfo.com ""United Arab Emirates"" ""West Indies"" ""2015-03-15"" preview pitch conditions",,,,,,,,,,,,,,,,
656481,2015-03-15,ICC Cricket World Cup,world_cup,Adelaide Oval,Unknown,Ireland,Pakistan,656481,https://www.espncricinfo.com/ci/engine/match/656481.html,,,unverified_candidate,"site:espncricinfo.com ""Ireland"" ""Pakistan"" ""2015-03-15"" preview pitch conditions",,,,,,,,,,,,,,,,
656483,2015-03-18,ICC Cricket World Cup,world_cup,Sydney Cricket Ground,Unknown,Sri Lanka,South Africa,656483,https://www.espncricinfo.com/ci/engine/match/656483.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""South Africa"" ""2015-03-18"" preview pitch conditions",,,,,,,,,,,,,,,,
656485,2015-03-19,ICC Cricket World Cup,world_cup,Melbourne Cricket Ground,Unknown,India,Bangladesh,656485,https://www.espncricinfo.com/ci/engine/match/656485.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Bangladesh"" ""2015-03-19"" preview pitch conditions",,,,,,,,,,,,,,,,
656487,2015-03-20,ICC Cricket World Cup,world_cup,Adelaide Oval,Unknown,Pakistan,Australia,656487,https://www.espncricinfo.com/ci/engine/match/656487.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""Australia"" ""2015-03-20"" preview pitch conditions",,,,,,,,,,,,,,,,
656489,2015-03-21,ICC Cricket World Cup,world_cup,Westpac Stadium,Wellington,New Zealand,West Indies,656489,https://www.espncricinfo.com/ci/engine/match/656489.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""West Indies"" ""2015-03-21"" preview pitch conditions",,,,,,,,,,,,,,,,
656493,2015-03-26,ICC Cricket World Cup,world_cup,Sydney Cricket Ground,Unknown,Australia,India,656493,https://www.espncricinfo.com/ci/engine/match/656493.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""India"" ""2015-03-26"" preview pitch conditions",,,,,,,,,,,,,,,,
656495,2015-03-29,ICC Cricket World Cup,world_cup,Melbourne Cricket Ground,Unknown,New Zealand,Australia,656495,https://www.espncricinfo.com/ci/engine/match/656495.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Australia"" ""2015-03-29"" preview pitch conditions",,,,,,,,,,,,,,,,
858485,2015-04-17,Pakistan in Bangladesh ODI Series,bilateral_series,Shere Bangla National Stadium,Mirpur,Bangladesh,Pakistan,858485,https://www.espncricinfo.com/ci/engine/match/858485.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""Pakistan"" ""2015-04-17"" preview pitch conditions",,,,,,,,,,,,,,,,
858487,2015-04-19,Pakistan in Bangladesh ODI Series,bilateral_series,Shere Bangla National Stadium,Mirpur,Pakistan,Bangladesh,858487,https://www.espncricinfo.com/ci/engine/match/858487.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""Bangladesh"" ""2015-04-19"" preview pitch conditions",,,,,,,,,,,,,,,,
858489,2015-04-22,Pakistan in Bangladesh ODI Series,bilateral_series,Shere Bangla National Stadium,Mirpur,Pakistan,Bangladesh,858489,https://www.espncricinfo.com/ci/engine/match/858489.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""Bangladesh"" ""2015-04-22"" preview pitch conditions",,,,,,,,,,,,,,,,
868727,2015-05-26,Zimbabwe in Pakistan ODI Series,bilateral_series,Gaddafi Stadium,Lahore,Pakistan,Zimbabwe,868727,https://www.espncricinfo.com/ci/engine/match/868727.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""Zimbabwe"" ""2015-05-26"" preview pitch conditions",,,,,,,,,,,,,,,,
868729,2015-05-29,Zimbabwe in Pakistan ODI Series,bilateral_series,Gaddafi Stadium,Lahore,Zimbabwe,Pakistan,868729,https://www.espncricinfo.com/ci/engine/match/868729.html,,,unverified_candidate,"site:espncricinfo.com ""Zimbabwe"" ""Pakistan"" ""2015-05-29"" preview pitch conditions",,,,,,,,,,,,,,,,
743943,2015-06-09,New Zealand in England ODI Series,bilateral_series,Edgbaston,Birmingham,England,New Zealand,743943,https://www.espncricinfo.com/ci/engine/match/743943.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""New Zealand"" ""2015-06-09"" preview pitch conditions",,,,,,,,,,,,,,,,
743947,2015-06-14,New Zealand in England ODI Series,bilateral_series,The Rose Bowl,Southampton,England,New Zealand,743947,https://www.espncricinfo.com/ci/engine/match/743947.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""New Zealand"" ""2015-06-14"" preview pitch conditions",,,,,,,,,,,,,,,,
743949,2015-06-17,New Zealand in England ODI Series,bilateral_series,Trent Bridge,Nottingham,New Zealand,England,743949,https://www.espncricinfo.com/ci/engine/match/743949.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""England"" ""2015-06-17"" preview pitch conditions",,,,,,,,,,,,,,,,
870731,2015-06-18,India in Bangladesh ODI Series,bilateral_series,Shere Bangla National Stadium,Mirpur,Bangladesh,India,870731,https://www.espncricinfo.com/ci/engine/match/870731.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""India"" ""2015-06-18"" preview pitch conditions",,,,,,,,,,,,,,,,
870735,2015-06-24,India in Bangladesh ODI Series,bilateral_series,Shere Bangla National Stadium,Mirpur,India,Bangladesh,870735,https://www.espncricinfo.com/ci/engine/match/870735.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Bangladesh"" ""2015-06-24"" preview pitch conditions",,,,,,,,,,,,,,,,
817207,2015-07-10,South Africa in Bangladesh ODI Series,bilateral_series,Shere Bangla National Stadium,Mirpur,Bangladesh,South Africa,817207,https://www.espncricinfo.com/ci/engine/match/817207.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""South Africa"" ""2015-07-10"" preview pitch conditions",,,,,,,,,,,,,,,,
885959,2015-07-10,India in Zimbabwe ODI Series,bilateral_series,Harare Sports Club,Unknown,India,Zimbabwe,885959,https://www.espncricinfo.com/ci/engine/match/885959.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Zimbabwe"" ""2015-07-10"" preview pitch conditions",,,,,,,,,,,,,,,,
860269,2015-07-11,Pakistan in Sri Lanka ODI Series,bilateral_series,Rangiri Dambulla International Stadium,Unknown,Sri Lanka,Pakistan,860269,https://www.espncricinfo.com/ci/engine/match/860269.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""Pakistan"" ""2015-07-11"" preview pitch conditions",,,,,,,,,,,,,,,,
817209,2015-07-12,South Africa in Bangladesh ODI Series,bilateral_series,Shere Bangla National Stadium,Mirpur,South Africa,Bangladesh,817209,https://www.espncricinfo.com/ci/engine/match/817209.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""Bangladesh"" ""2015-07-12"" preview pitch conditions",,,,,,,,,,,,,,,,
885965,2015-07-12,India in Zimbabwe ODI Series,bilateral_series,Harare Sports Club,Unknown,India,Zimbabwe,885965,https://www.espncricinfo.com/ci/engine/match/885965.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Zimbabwe"" ""2015-07-12"" preview pitch conditions",,,,,,,,,,,,,,,,
885967,2015-07-14,India in Zimbabwe ODI Series,bilateral_series,Harare Sports Club,Unknown,India,Zimbabwe,885967,https://www.espncricinfo.com/ci/engine/match/885967.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Zimbabwe"" ""2015-07-14"" preview pitch conditions",,,,,,,,,,,,,,,,
860271,2015-07-15,Pakistan in Sri Lanka ODI Series,bilateral_series,Pallekele International Cricket Stadium,Unknown,Pakistan,Sri Lanka,860271,https://www.espncricinfo.com/ci/engine/match/860271.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""Sri Lanka"" ""2015-07-15"" preview pitch conditions",,,,,,,,,,,,,,,,
860273,2015-07-19,Pakistan in Sri Lanka ODI Series,bilateral_series,R Premadasa Stadium,Colombo,Pakistan,Sri Lanka,860273,https://www.espncricinfo.com/ci/engine/match/860273.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""Sri Lanka"" ""2015-07-19"" preview pitch conditions",,,,,,,,,,,,,,,,
860275,2015-07-22,Pakistan in Sri Lanka ODI Series,bilateral_series,R Premadasa Stadium,Colombo,Sri Lanka,Pakistan,860275,https://www.espncricinfo.com/ci/engine/match/860275.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""Pakistan"" ""2015-07-22"" preview pitch conditions",,,,,,,,,,,,,,,,
860277,2015-07-26,Pakistan in Sri Lanka ODI Series,bilateral_series,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,Pakistan,860277,https://www.espncricinfo.com/ci/engine/match/860277.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""Pakistan"" ""2015-07-26"" preview pitch conditions",,,,,,,,,,,,,,,,
894287,2015-08-02,New Zealand in Zimbabwe ODI Series,bilateral_series,Harare Sports Club,Unknown,New Zealand,Zimbabwe,894287,https://www.espncricinfo.com/ci/engine/match/894287.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Zimbabwe"" ""2015-08-02"" preview pitch conditions",,,,,,,,,,,,,,,,
894289,2015-08-04,New Zealand in Zimbabwe ODI Series,bilateral_series,Harare Sports Club,Unknown,Zimbabwe,New Zealand,894289,https://www.espncricinfo.com/ci/engine/match/894289.html,,,unverified_candidate,"site:espncricinfo.com ""Zimbabwe"" ""New Zealand"" ""2015-08-04"" preview pitch conditions",,,,,,,,,,,,,,,,
894291,2015-08-07,New Zealand in Zimbabwe ODI Series,bilateral_series,Harare Sports Club,Unknown,New Zealand,Zimbabwe,894291,https://www.espncricinfo.com/ci/engine/match/894291.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Zimbabwe"" ""2015-08-07"" preview pitch conditions",,,,,,,,,,,,,,,,
848843,2015-08-19,New Zealand in South Africa ODI Series,bilateral_series,SuperSport Park,Centurion,South Africa,New Zealand,848843,https://www.espncricinfo.com/ci/engine/match/848843.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""New Zealand"" ""2015-08-19"" preview pitch conditions",,,,,,,,,,,,,,,,
848845,2015-08-23,New Zealand in South Africa ODI Series,bilateral_series,Senwes Park,Potchefstroom,South Africa,New Zealand,848845,https://www.espncricinfo.com/ci/engine/match/848845.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""New Zealand"" ""2015-08-23"" preview pitch conditions",,,,,,,,,,,,,,,,
848847,2015-08-26,New Zealand in South Africa ODI Series,bilateral_series,Kingsmead,Durban,South Africa,New Zealand,848847,https://www.espncricinfo.com/ci/engine/match/848847.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""New Zealand"" ""2015-08-26"" preview pitch conditions",,,,,,,,,,,,,,,,
743977,2015-09-03,Australia in England ODI Series,bilateral_series,The Rose Bowl,Southampton,Australia,England,743977,https://www.espncricinfo.com/ci/engine/match/743977.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""England"" ""2015-09-03"" preview pitch conditions",,,,,,,,,,,,,,,,
743979,2015-09-05,Australia in England ODI Series,bilateral_series,Lord's,London,Australia,England,743979,https://www.espncricinfo.com/ci/engine/match/743979.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""England"" ""2015-09-05"" preview pitch conditions",,,,,,,,,,,,,,,,
