cricsheet_match_id,match_date,event_name,competition_type,venue,city,team_1,team_2,espn_match_id_candidate,espn_legacy_match_url_candidate,espn_match_id_verified,espn_match_url_verified,espn_linkage_status,source_search_query,source_url,source_title,published_at_utc,accessed_at_utc,pre_match_verified,coder_id,coder_confidence,pitch_primary_category,batting_ease,pace_seam_support,spin_support,bounce_profile,two_paced_expected,dew_expected,short_paraphrased_note,exclusion_reason
1365095,2023-03-29,ICC Cricket World Cup Qualifier Play-off,qualification_pathway,"Wanderers Cricket Ground, Windhoek",Windhoek,Canada,United States of America,1365095,https://www.espncricinfo.com/ci/engine/match/1365095.html,,,unverified_candidate,"site:espncricinfo.com ""Canada"" ""United States of America"" ""2023-03-29"" preview pitch conditions",,,,,,,,,,,,,,,,
1365097,2023-03-30,ICC Cricket World Cup Qualifier Play-off,qualification_pathway,"Wanderers Cricket Ground, Windhoek",Windhoek,Jersey,Namibia,1365097,https://www.espncricinfo.com/ci/engine/match/1365097.html,,,unverified_candidate,"site:espncricinfo.com ""Jersey"" ""Namibia"" ""2023-03-30"" preview pitch conditions",,,,,,,,,,,,,,,,
1365098,2023-03-30,ICC Cricket World Cup Qualifier Play-off,qualification_pathway,"United Cricket Club Ground, Windhoek",Windhoek,United Arab Emirates,United States of America,1365098,https://www.espncricinfo.com/ci/engine/match/1365098.html,,,unverified_candidate,"site:espncricinfo.com ""United Arab Emirates"" ""United States of America"" ""2023-03-30"" preview pitch conditions",,,,,,,,,,,,,,,,
1322361,2023-03-31,Sri Lanka tour of New Zealand,bilateral_series,"Seddon Park, Hamilton",Hamilton,Sri Lanka,New Zealand,1322361,https://www.espncricinfo.com/ci/engine/match/1322361.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""New Zealand"" ""2023-03-31"" preview pitch conditions",,,,,,,,,,,,,,,,
1339607,2023-03-31,Netherlands tour of South Africa,bilateral_series,"Willowmoore Park, Benoni",Benoni,Netherlands,South Africa,1339607,https://www.espncricinfo.com/ci/engine/match/1339607.html,,,unverified_candidate,"site:espncricinfo.com ""Netherlands"" ""South Africa"" ""2023-03-31"" preview pitch conditions",,,,,,,,,,,,,,,,
1365099,2023-04-01,ICC Cricket World Cup Qualifier Play-off,qualification_pathway,"Wanderers Cricket Ground, Windhoek",Windhoek,Canada,United Arab Emirates,1365099,https://www.espncricinfo.com/ci/engine/match/1365099.html,,,unverified_candidate,"site:espncricinfo.com ""Canada"" ""United Arab Emirates"" ""2023-04-01"" preview pitch conditions",,,,,,,,,,,,,,,,
1365100,2023-04-01,ICC Cricket World Cup Qualifier Play-off,qualification_pathway,"United Cricket Club Ground, Windhoek",Windhoek,Jersey,Papua New Guinea,1365100,https://www.espncricinfo.com/ci/engine/match/1365100.html,,,unverified_candidate,"site:espncricinfo.com ""Jersey"" ""Papua New Guinea"" ""2023-04-01"" preview pitch conditions",,,,,,,,,,,,,,,,
1339608,2023-04-02,Netherlands tour of South Africa,bilateral_series,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,Netherlands,1339608,https://www.espncricinfo.com/ci/engine/match/1339608.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""Netherlands"" ""2023-04-02"" preview pitch conditions",,,,,,,,,,,,,,,,
1365101,2023-04-02,ICC Cricket World Cup Qualifier Play-off,qualification_pathway,"Wanderers Cricket Ground, Windhoek",Windhoek,United States of America,Papua New Guinea,1365101,https://www.espncricinfo.com/ci/engine/match/1365101.html,,,unverified_candidate,"site:espncricinfo.com ""United States of America"" ""Papua New Guinea"" ""2023-04-02"" preview pitch conditions",,,,,,,,,,,,,,,,
1365102,2023-04-02,ICC Cricket World Cup Qualifier Play-off,qualification_pathway,"United Cricket Club Ground, Windhoek",Windhoek,United Arab Emirates,Namibia,1365102,https://www.espncricinfo.com/ci/engine/match/1365102.html,,,unverified_candidate,"site:espncricinfo.com ""United Arab Emirates"" ""Namibia"" ""2023-04-02"" preview pitch conditions",,,,,,,,,,,,,,,,
